userName,score,content,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Razqya,1,"woy kenapa lama kali layanan food nya, mesan expres pun sejam padahal cuma 3 menu, beda jauh pelayanan nya dengan oren.",1,,2025-10-11 21:43:55,"Hai Kak Razqya, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-10-11 23:04:13
Reggy Agustin,5,"padahal sering ngasih tips sama driver, tapi barusan banget nanya rating akun ternyata 3.48 itu termasuk rendah ga ya,",0,5.34.2,2025-10-11 21:41:49,,
EL Gaming,1,"makin lama makin gak suka dengan pelayanan nya..kalo memang gak ada yg ambil orderan masa gak bisa dibatalin..pesan makanan gak datang²..lucu sekarang aplikasi ini..padahal udah lama pake aplikasi ini,makin lama semakin sering kecewa nya",1,5.34.2,2025-10-11 21:32:56,"Hai Kak @EL Gaming, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya perlu membatalkan pesanan"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-10-11 23:02:33
Nur Khoridah,1,APLIKASI TOLOL !!!,2,5.33.1,2025-10-11 21:32:29,,
Muhammad Iqbal Asy'ari,1,"Kalau udh malam, susah dapat driver. pdhal nampak di aplikasi. sok kali. Ni mau mesan dri Plaza Medan Fair ke Sicanang, gk dapat2 dri tdi",1,5.33.1,2025-10-11 21:32:16,"Mohon maaf atas kendalanya, Kak Iqbal. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-10-11 22:58:41
Sumitro Wirodimedjo,5,makanan tepat waktu,0,5.34.2,2025-10-11 21:18:55,,
dilan ovandi,1,"setelah sekian lama akhirnya kecewa pesen makan bayar pakek visa debit di cancel dari resto uang nya gak balik udah nunggu 14 hari kerja tetep gak balik lapor ke pihak bank bilang dari gojek nya yg masih proses , udah 3 kali begini dan 3 3 nya gak balik uang sayaaa",1,5.34.2,2025-10-11 21:18:43,"Hai Kak Dilan, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-284-1555-21595 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2025-10-11 22:55:46
Tirto Nadi,3,sangat baguss,0,5.33.1,2025-10-11 21:15:02,,
Milan Ana rato,5,drivernya ramahhhhhh²,0,5.29.2,2025-10-11 21:08:15,,
djoko puerwa,5,sangat membantu dalam berkegiatan dan bersilaturahmi,0,5.34.2,2025-10-11 21:00:15,,
Saldesri,5,udh 10thn pakai gojek Alhamdulillah blom pernah dapat driver yg ngk ramah atau sopan,0,5.34.2,2025-10-11 20:59:56,,
Mr Gamers,5,bagus buat jalan jalan dan memesan makanan,0,5.34.2,2025-10-11 20:57:11,,
Hendri Ayomi,4,nyaman,0,5.35.1,2025-10-11 20:56:52,,
cerita kucing,1,"loading mulu kaga jelas, yang tadinya laper jadi emosi nunggu loading kaga kelar ujung ujungnya periksa koneksi anda hello aplikasi kaga jelas kita pake wifi ya, aduh2 mana harga menu tambah kesini tambah mahal",1,5.34.2,2025-10-11 20:38:15,"Hai Kak @cerita kucing, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2025-10-11 22:49:50
Idwan,5,mantap,0,5.35.1,2025-10-11 20:21:58,,
Muniroh Az Zahra,5,"Selalu aman, nyaman, praktis dan ekonomis di setiap saat butuh transportasi, tengkyu, sukses selalu yaa",0,4.12.1,2025-10-11 20:09:42,,
Shinta Widiyantari,2,"tolong buat pihak gojek, calon drivernya di seleksi dulu ya sebelum di hire, nunggu food sejam driver pada batalin nggak jelas setelah nunggu status ""driver menuju resto"" setengah jam, ganti driver juga sama begitu, kalau batalinnya langsung sih nggak masalah. gosend juga kadang ada oknum yang begitu saya selalu kasi Tip dan bayar pakai Gopay, tapi ya minimal pemberitahuan lah kalau mau batalin alasannya apa",1,4.58.1,2025-10-11 20:07:41,"Hai Kak Shinta, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-284-1547-22409 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-10-11 22:47:38
Upix,5,"sangat membantu, ketika lapar 😅",0,5.21.1,2025-10-11 20:02:53,,
Long Banana,5,good,0,5.33.1,2025-10-11 20:00:24,,
RIYAN Dakota7,5,terbaik dari yang terbaik,0,,2025-10-11 19:54:40,,
Feri Niandarto,1,kecewa sekali dengan alplikasi gojek sekarang. order di cancel terus tapi saldo tetap kepotong sampai habis.,1,4.50.1,2025-10-11 19:54:16,"Hai Kak Feri, mohon maaf atas ketidaknyamanannya. Terkait hal tersebut, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-25-284-1544-55707 pada subject email dan ceritakan kembali detail permasalahannya agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-10-11 22:45:06
Aditia Widiawan,4,good,0,,2025-10-11 19:11:29,,
Fitria,5,aplikasi ku Kok ngk Bisa Update / susah Buat Jawab TLP Dr Driver,0,5.26.1,2025-10-11 19:10:45,,
public eMeL,5,"coba ini gimana ada orang kirim uang ke gopay tapi ga masuk, itu gimana no nya sudah bener, tp ga masuk .. gimana ya ga jelas lama² gojek ini",0,5.34.2,2025-10-11 19:06:50,,
Ye Wich,1,keluar bawel kembali gila kantor gojek,1,,2025-10-11 19:03:09,,
Zaenudin Syah putra,5,❤️❤️,0,5.34.2,2025-10-11 19:01:17,,
Sachril Sidik,5,aplikasi yang sangat membantu sekali,0,,2025-10-11 19:00:17,,
Syarif athaya,1,"SAYA SUDAH MELUNASI SEMUA MALAH GK BISA PINJAM LAGI, GMNA INI MKSDNYA DARI PIHAK GOJEK??!!!!",1,,2025-10-11 18:53:30,"Hai Kak Syarif, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-25-284-1248-33645 di subjek email, ya. ^Miko",2025-10-11 19:48:46
Wiwi Santoso,5,bagus,0,5.31.2,2025-10-11 18:51:49,,
Robi Marley,1,mending pake shopi,1,,2025-10-11 18:44:49,,
Vixistons Stons,5,top,0,5.22.2,2025-10-11 18:39:55,,
Gilang Ramadhan Inyuni Gian,1,aplikasi sampah! curangi makanan pesanan pelanggan,1,,2025-10-11 18:38:36,,
Hadi Sugiarto,5,jasanya mahal,0,5.35.1,2025-10-11 18:37:13,,
Muhammad Saifuddin,5,tambahin mode gelapp min pelissss🗿🙏,0,5.30.1,2025-10-11 18:32:15,,
Putra Waluyo,5,nyaman dan aman,0,5.34.2,2025-10-11 18:31:53,,
Sigit Cahyo,1,aplikasi mahal,1,5.34.2,2025-10-11 18:22:38,"Mohon maaf atas ketidaknyamanannya, Kak Sigit. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2025-10-11 19:38:29
Imam Sutanto,3,Tak bisa instal di tablet android nokia t21. tidak asik.,0,5.34.2,2025-10-11 18:17:59,"Mohon maaf atas ketidaknyamanannya, Kak Imam. Agar kamu bisa download aplikasi Gojek, pastikan ruang penyimpanan (storage) di ponsel kamu mencukupi dan sistem operasi ponsel kamu mendukung. Semoga informasi ini membantu kamu. ^Miko",2025-10-11 19:36:20
Adinda Hera kristi,5,fiturnya lengkappp diskon banyakk,0,,2025-10-11 18:16:55,,
Reza Rusadi,5,👍👍👍,0,5.34.2,2025-10-11 18:08:58,,
Wulan Ndari,5,ok,0,5.33.1,2025-10-11 17:58:43,,
Roysbg,5,always use it any where,0,5.34.2,2025-10-11 17:36:14,,
ujang alit,5,Lumayan,0,5.34.2,2025-10-11 16:45:38,,
Atmi Purnawiati,5,bagus sekalii,0,5.18.2,2025-10-11 16:45:27,,
Ayitarmini Ani,4,cukup bagus aplikasi nya . 👍👍,0,5.27.2,2025-10-11 16:33:55,,
Dian Dadan tardiana,5,pelayanannya bagus,0,5.34.2,2025-10-11 16:25:12,,
ajimauludi alfian212,1,"program target insentif nya tinggi tapi orderan nya dikit gimana ini jek, kebanyakan ngambil untung si lu jek pada pindah kan cust ke apk sebelah driver cuma lu kasih goceng lagi wkwk",0,5.14.2,2025-10-11 16:18:53,"Hai Kak Alfian, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Miko",2025-07-13 17:08:20
Meichandra Z.A,5,bgus,0,5.35.1,2025-10-11 16:18:00,,
Nurmadwiyanti 1671,5,aplikasi nya bagus,0,5.34.2,2025-10-11 15:53:39,,
Andrias Frasetia,3,tidak konsisten,0,5.34.2,2025-10-11 15:49:36,,
Farrel Fahrial,5,selalu murah di gojek udah murah pengemudiya pun ramah ramah cuma sedikit doang yang gak ramah,0,5.34.2,2025-10-11 15:43:18,,
Nafiz Faizi,1,aplikasi tolol,1,,2025-10-11 15:42:22,,
Fuad Awodzou,5,gojek-tranfor..good job👍👍👍,0,5.35.1,2025-10-11 15:27:31,,
Mahfud Raider,5,usdsys d,0,5.33.1,2025-10-11 15:05:37,,
Melda Damanik,5,good,0,5.34.2,2025-10-11 14:54:43,,
Zoe' Party,2,buruk semua mkanan mahal,1,5.34.2,2025-10-11 14:42:06,"Mohon maaf atas ketidaknyamanannya, Kak Zoe. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Miko",2025-10-11 19:15:29
Ary Renal Amijaya,5,cepat dan akurat,0,5.34.2,2025-10-11 14:41:16,,
Sintia snf,3,"Tolong ditingkatkan lagi waktu order ,belum apa² suka otomatis kepencet .Harusnya ada konfirmasi sebelum pesan ,memastikan konsumen udah benar² memesan nya ,kasian drivernya juga kalo harus cancel.",0,5.33.1,2025-10-11 14:24:51,"Hai Kak Sintia, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura",2025-10-11 14:41:21
Arizal Febrian,5,Facebook like,0,,2025-10-11 13:43:51,,
Astatik Adib,5,tarifnya bersahabat,0,,2025-10-11 13:42:15,,
M Diki Ardiana,2,"GO PAY LATER GA BISA DI AKSES !!! ONGKOS GO RIDE MAHAL !!! GO FOOD BANYAK BIAYA TAMBAHAN, DIANTARANYA, BIAYA JASA APLIKASI DAN BIAYA BUNGKUS MAKANAN HADEUHHH",3,4.75.1,2025-10-11 13:22:13,"Hai Kak Diki, mohon maaf atas ketidaknyamanannya ya Kak, kritik dan saran kamu akan menjadi masukan untuk kami ke depannya. Selanjutnya, terkait GoPay Later, agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-284-0658-00506 di subjek email, ya. ^Maura",2025-10-11 13:58:39
Fadhlilah Nafisa,5,belum pernah kecewa,0,5.34.2,2025-10-11 13:21:58,,
M Azfa,5,"paling nyaman aku pakai gojek sih... hp pernah tertinggal di mobil driver, dan langsung dikembalikan.. drivernya ramah² juga.",0,5.34.2,2025-10-11 13:21:33,,
nansah doank,5,"membantu mobilisasi, pake go transit lebih efisien",0,5.34.2,2025-10-11 13:18:44,,
Arya Suseno,4,perfect,0,5.28.2,2025-10-11 13:16:52,,
endah erynurcahary,1,estimasi gofood masih lama banget estimasi nya kalah sama oren. driver kebanyakan minta tip sebelum beres kerjaan nya.,1,5.30.1,2025-10-11 13:00:12,"Hai Kak Endah, mohon maaf atas ketidaknyamanannya. Jika kamu yakin bahwa driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Maura",2025-10-11 13:56:17
Adinda Putri,5,sangat ngebantu... thx,0,,2025-10-11 12:58:34,,
Ajeng Ferdiana,2,minim voucher,1,5.34.2,2025-10-11 12:56:17,"Hai Kak Ajeng, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Miko",2025-10-11 19:11:27
Dapper Group,1,"aplikasi tolol. makin kesini, makin gak ada gunanya.",1,,2025-10-11 12:49:43,,
Barra Cuda,5,ok,0,,2025-10-11 12:40:34,,
meity londok,5,"go pinjamnya sangat bagus utk awal saja, saya bayar cicilan malah 1bln sebelum jatuh tempo, tapi mau ngajuin lg gak bisa. diperbaiki dong min, peminjam berkualitas harusnya diijinkan utk pinjam lagi. Trims gopay utk bantuan sblmnya 🙏",0,,2025-10-11 12:34:31,"Hai Kak Meity, mohon maaf atas ketidaknyamanan yang kamu alami terkait GoPay Pinjam. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-24-03-0502-55819 di subjek email, ya. ^Ve",2024-01-03 12:03:10
Imas Tini,5,bagus sangat membantu kalau mau bepergian,0,5.34.2,2025-10-11 12:31:25,,
ecaaafr_,1,"udh ongkos hemat, serasa supir pribadi, ngasih bintang jelek.....tau diri lah tu oknum penumpang",135,5.34.2,2025-10-11 12:14:06,"Hai Kak Eca, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-10-11 13:15:11
Difty Suhardi,1,masih banyak apl yang lain lebih bagus,1,4.28.4,2025-10-11 12:09:06,"Hai Kak Difty, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek Driver App Anda. ^Maura",2025-10-11 09:34:41
Muji Muji,2,"Alamat: Jalan, Apt, Kota, Daerah, Provinsi, Kode pos",1,,2025-10-11 12:06:30,,
Syaiful Azis,5,puasa messenger pake gojek,0,5.34.2,2025-10-11 11:35:15,,
Sukri Ab,5,ongkos yg terlalu mehong,0,5.27.2,2025-10-11 11:30:17,,
FERDI 91,1,"gmn sih?,gw mau daftar pke akun google,pas di nomor hp nggak ada mslah apa"",nah pas kode otp gmail kok bukan ke gmail gw,gmail gw gk punya yng blakangnya ""ro"",dan jelas udh nunggu 1 mnit lbih,g ke kirim"" kode otp nya,pke no hp juga sama gmailnya yng blakangnya ro,pke wa juga sma,pliss tlong di perbaiki",1,,2025-10-11 11:27:37,"Hai Kak Ferdi, mohon maaf atas kendalanya. Saat login, tunggu 30 detik untuk menerima kode OTP. Setelah itu, klik 'Kirim ulang kode OTP' untuk minta kode OTP baru. Info lengkapnya bisa dilihat di halaman login aplikasi Gojek > klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih artikel ""Saya belum mendapatkan kode OTP"". ^Maura",2025-10-11 11:37:32
Ezzarta Felixiano,5,"baik banget saya di antar sama mas BINTANG RIZKY WIDYO JAGAD, di kasih gratis karena tidak ada uang pas",0,5.35.1,2025-10-11 11:19:16,,
Muhammad Royyan,5,simple,0,5.34.2,2025-10-11 10:56:39,,
Yanxz JB,5,saya sering menggunakan aplikasi ini untuk membantu bertransportasi,0,,2025-10-11 10:15:34,,
Aris Fitrianto,5,bagus,0,5.35.1,2025-10-11 10:04:54,,
Hellboy Ig,1,"drivernya kalo masuk harusnya di bimbing dulu,",1,5.34.2,2025-10-11 10:03:40,,
M. Aidhan Nafis,5,Pesan pesan mudah dan cepat,0,5.35.1,2025-10-11 09:38:20,,
Mukhtar Luthfi,5,good job,0,,2025-10-11 09:26:03,,
Hafifa Hafifa,5,saranghaeyo,0,5.34.2,2025-10-11 09:24:56,,
Fajarian 181,1,jangan sekali kali pesen gocar nya karena duit mulu mana nambah mulu harganya cuma pindah rute nambah mulu,1,,2025-10-11 09:07:43,"Mohon maaf atas ketidaknyamanannya, Kak Fajarian. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-11 09:37:27
Istikomah,5,"2 hari coin cek in nda mau bertambah, masih tetap stay di tgl 9 saja laporan cek in nya",0,5.34.2,2025-10-11 09:05:20,,
malik masohi,5,Good job,0,,2025-10-11 08:39:03,,
Varange Manurung,5,menyenangkn,0,5.30.1,2025-10-11 08:36:29,,
Oki Yuliyanto,1,Kenapa selalu dapet driver yg jauh Mulu ddah perasaan 🤦🏻🤦🏻🤦🏻🤦🏻🤦🏻,4,5.33.1,2025-10-11 08:24:02,"Mohon maaf ya, Kak Oki. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-11 09:32:10
Yuna Kuma,1,"apa ini aku lagi tidur tiba tiba apk gojek mesan gofood mana makanan babi seharga 66k lagi,aku ini Islam",1,5.34.2,2025-10-11 08:15:26,"Hai Kak Yuna, mohon maaf atas ketidaknyamanannya. Terkait laporanmu, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Melaporkan transaksi yang tidak dikenal"" di kolom pencarian > isi form yang ada di artikel. Kami akan membantumu. ^Maura",2025-10-11 09:33:27
Tomoe Gozen,2,"saya 2 kali tidak dapat driver tapi uang tetap ketarik, lalu saya juga pernah ganti tujuan yang mana beda ongkosnya tapi ongkos tujuan awal tidak dikembalikan. gimana ini udah termasuk merugikan",1,,2025-10-11 08:12:04,"Hai Kak Tomoe. Pastikan internetmu stabil dan aplikasi GoPay sudah versi terbaru. Lalu, tutup dan buka lagi aplikasimu. Jika masih berkendala, laporkan di halaman Bantuan > ketik ""Saldo hilang setelah membatalkan pesanan"" di kolom pencarian > pilih artikel > klik tombol yang ada di bawah ""Masih memerlukan bantuan?"". Kami siap membantu. ^Maura",2025-10-11 09:31:11
Pengguna Google,4,"saya pengguna gojek tetapi logout sendiri terus pas saya mau login ternyata no saya sudah tidak aktif dan tidak bisa menrima kode OTP, saya sudah komplain ke telkomselnya nya cuman tidak bisa di aktifkan lagi, padahal di aplikasi gojek saya masih ada saldo yang lumayan. tolong kasih solusinya",0,5.34.2,2025-10-11 08:03:39,,
Paman Syamsa,4,lumayan lah. makasi yaa dah banyak bantu.,0,5.33.1,2025-10-11 08:02:48,,
Agus Trisnadi,5,Gojek Terbaik,0,5.34.2,2025-10-11 07:54:22,,
Djedi Pangestu,2,"tambah lama biaya layanan tambah besar, kayaknya abisini mulai ganti Aps lain",1,5.34.2,2025-10-11 07:49:44,"Mohon maaf atas ketidaknyamanannya, Kak Djedi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-11 08:13:27
Randi Roma,5,ok,0,5.34.2,2025-10-11 07:49:34,,
Adi Prianto,3,keluhan saya tentang versi terbaru aplikasi ini tetap sama yaitu fitur terima telepon dari driver belum bisa digunakan tato aksesibel dengan aplikasi pembaca layar tunanetra mohon kiranya ada perbaikan agar kami nyaman menggunakan aplikasi ini dan tidak terjadi potensi konflik dengan driver karena teleponnya terabaikan,1,5.34.2,2025-10-11 07:40:51,"Hai Kak Adi, mohon maaf ya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-10-11 08:12:30
saleh saleh,5,trimakasih,0,,2025-10-11 07:39:32,,
Christina Sri Wijayanti,5,memuaskan,0,5.34.2,2025-10-11 07:29:32,,
Murni Sag,5,mantapppp jiwaaa,0,5.34.2,2025-10-11 07:16:05,,
Laurentius Agus,5,menyenangkan,0,5.35.1,2025-10-11 07:13:01,,
Wahyu Di,5,ok,0,,2025-10-11 07:09:03,,
Bayu Aprilio,5,Semoga lancar dan aman,0,5.22.2,2025-10-11 07:08:45,,
Indra wilyadi Wilyadi,3,lah ini udah update tadi aplikasi GO-JEK gak bisa nyala gmna aku ma narik,1,5.34.2,2025-10-11 07:08:23,"Hai Kak Indra, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2025-06-20 18:43:10
